ev_id,toa,tod,i_soc,d_soc,dos,max_battery_capacity,day,date,toa_hr,tod_hr,unique_ev
V247,2024-12-25 13:57:00,2024-12-25 15:54:00,43,80,0 days 01:57:00,46,2,2024-12-25,2024-12-25 13:00:00,2024-12-25 15:00:00,V247_2024-12-25
V248,2024-12-25 18:40:00,2024-12-25 20:45:00,59,80,0 days 02:05:00,52,2,2024-12-25,2024-12-25 18:00:00,2024-12-25 20:00:00,V248_2024-12-25
V249,2024-12-25 15:44:00,2024-12-25 22:37:00,30,80,0 days 06:53:00,100,2,2024-12-25,2024-12-25 15:00:00,2024-12-25 22:00:00,V249_2024-12-25
V250,2024-12-25 04:46:00,2024-12-25 15:18:00,22,80,0 days 10:32:00,98,2,2024-12-25,2024-12-25 04:00:00,2024-12-25 15:00:00,V250_2024-12-25
V251,2024-12-25 17:59:00,2024-12-25 22:18:00,32,80,0 days 04:19:00,82,2,2024-12-25,2024-12-25 17:00:00,2024-12-25 22:00:00,V251_2024-12-25
V252,2024-12-25 16:57:00,2024-12-26 03:38:00,22,80,0 days 10:41:00,59,2,2024-12-25,2024-12-25 16:00:00,2024-12-26 03:00:00,V252_2024-12-25
V253,2024-12-25 12:51:00,2024-12-26 03:15:00,49,80,0 days 14:24:00,43,2,2024-12-25,2024-12-25 12:00:00,2024-12-26 03:00:00,V253_2024-12-25
V254,2024-12-25 21:23:00,2024-12-26 00:26:00,60,80,0 days 03:03:00,90,2,2024-12-25,2024-12-25 21:00:00,2024-12-26 00:00:00,V254_2024-12-25
V255,2024-12-25 11:14:00,2024-12-25 14:49:00,57,80,0 days 03:35:00,98,2,2024-12-25,2024-12-25 11:00:00,2024-12-25 14:00:00,V255_2024-12-25
V256,2024-12-25 11:15:00,2024-12-25 15:52:00,14,80,0 days 04:37:00,67,2,2024-12-25,2024-12-25 11:00:00,2024-12-25 15:00:00,V256_2024-12-25
V257,2024-12-25 19:04:00,2024-12-25 23:33:00,31,80,0 days 04:29:00,85,2,2024-12-25,2024-12-25 19:00:00,2024-12-25 23:00:00,V257_2024-12-25
V258,2024-12-25 11:25:00,2024-12-25 16:04:00,20,80,0 days 04:39:00,61,2,2024-12-25,2024-12-25 11:00:00,2024-12-25 16:00:00,V258_2024-12-25
V259,2024-12-25 12:49:00,2024-12-25 17:34:00,47,80,0 days 04:45:00,52,2,2024-12-25,2024-12-25 12:00:00,2024-12-25 17:00:00,V259_2024-12-25
V260,2024-12-25 18:23:00,2024-12-25 20:41:00,35,80,0 days 02:18:00,46,2,2024-12-25,2024-12-25 18:00:00,2024-12-25 20:00:00,V260_2024-12-25
V261,2024-12-25 14:34:00,2024-12-25 21:01:00,36,80,0 days 06:27:00,86,2,2024-12-25,2024-12-25 14:00:00,2024-12-25 21:00:00,V261_2024-12-25
V262,2024-12-25 09:13:00,2024-12-25 15:43:00,18,80,0 days 06:30:00,54,2,2024-12-25,2024-12-25 09:00:00,2024-12-25 15:00:00,V262_2024-12-25
V263,2024-12-25 14:44:00,2024-12-26 03:03:00,48,80,0 days 12:19:00,43,2,2024-12-25,2024-12-25 14:00:00,2024-12-26 03:00:00,V263_2024-12-25
V264,2024-12-25 09:37:00,2024-12-25 18:45:00,31,80,0 days 09:08:00,80,2,2024-12-25,2024-12-25 09:00:00,2024-12-25 18:00:00,V264_2024-12-25
V265,2024-12-25 16:30:00,2024-12-26 03:21:00,47,80,0 days 10:51:00,90,2,2024-12-25,2024-12-25 16:00:00,2024-12-26 03:00:00,V265_2024-12-25
V266,2024-12-25 04:28:00,2024-12-25 06:11:00,42,80,0 days 01:43:00,40,2,2024-12-25,2024-12-25 04:00:00,2024-12-25 06:00:00,V266_2024-12-25
V267,2024-12-25 17:18:00,2024-12-26 01:27:00,46,80,0 days 08:09:00,81,2,2024-12-25,2024-12-25 17:00:00,2024-12-26 01:00:00,V267_2024-12-25
V268,2024-12-25 11:35:00,2024-12-25 14:08:00,52,80,0 days 02:33:00,48,2,2024-12-25,2024-12-25 11:00:00,2024-12-25 14:00:00,V268_2024-12-25
V269,2024-12-25 14:46:00,2024-12-26 17:48:00,10,80,1 days 03:02:00,86,2,2024-12-25,2024-12-25 14:00:00,2024-12-26 17:00:00,V269_2024-12-25
V270,2024-12-25 15:21:00,2024-12-26 14:11:00,51,80,0 days 22:50:00,68,2,2024-12-25,2024-12-25 15:00:00,2024-12-26 14:00:00,V270_2024-12-25
V271,2024-12-25 12:48:00,2024-12-26 16:53:00,25,80,1 days 04:05:00,48,2,2024-12-25,2024-12-25 12:00:00,2024-12-26 16:00:00,V271_2024-12-25
V272,2024-12-25 15:30:00,2024-12-26 00:43:00,10,80,0 days 09:13:00,66,2,2024-12-25,2024-12-25 15:00:00,2024-12-26 00:00:00,V272_2024-12-25
V273,2024-12-25 15:49:00,2024-12-25 23:16:00,37,80,0 days 07:27:00,46,2,2024-12-25,2024-12-25 15:00:00,2024-12-25 23:00:00,V273_2024-12-25
V274,2024-12-25 13:46:00,2024-12-25 18:49:00,45,80,0 days 05:03:00,84,2,2024-12-25,2024-12-25 13:00:00,2024-12-25 18:00:00,V274_2024-12-25
V275,2024-12-25 13:11:00,2024-12-25 17:44:00,33,80,0 days 04:33:00,70,2,2024-12-25,2024-12-25 13:00:00,2024-12-25 17:00:00,V275_2024-12-25
V276,2024-12-25 14:55:00,2024-12-26 05:27:00,12,80,0 days 14:32:00,75,2,2024-12-25,2024-12-25 14:00:00,2024-12-26 05:00:00,V276_2024-12-25
V277,2024-12-25 13:35:00,2024-12-25 16:42:00,59,80,0 days 03:07:00,56,2,2024-12-25,2024-12-25 13:00:00,2024-12-25 16:00:00,V277_2024-12-25
V278,2024-12-25 09:50:00,2024-12-25 15:19:00,49,80,0 days 05:29:00,51,2,2024-12-25,2024-12-25 09:00:00,2024-12-25 15:00:00,V278_2024-12-25
V279,2024-12-25 21:37:00,2024-12-26 07:55:00,17,80,0 days 10:18:00,76,2,2024-12-25,2024-12-25 21:00:00,2024-12-26 07:00:00,V279_2024-12-25
V280,2024-12-25 13:44:00,2024-12-25 20:14:00,12,80,0 days 06:30:00,54,2,2024-12-25,2024-12-25 13:00:00,2024-12-25 20:00:00,V280_2024-12-25
V281,2024-12-25 12:26:00,2024-12-25 19:17:00,27,80,0 days 06:51:00,94,2,2024-12-25,2024-12-25 12:00:00,2024-12-25 19:00:00,V281_2024-12-25
V282,2024-12-25 22:38:00,2024-12-26 04:30:00,27,80,0 days 05:52:00,40,2,2024-12-25,2024-12-25 22:00:00,2024-12-26 04:00:00,V282_2024-12-25
V283,2024-12-25 12:23:00,2024-12-25 18:04:00,40,80,0 days 05:41:00,58,2,2024-12-25,2024-12-25 12:00:00,2024-12-25 18:00:00,V283_2024-12-25
V284,2024-12-25 12:16:00,2024-12-25 17:27:00,38,80,0 days 05:11:00,82,2,2024-12-25,2024-12-25 12:00:00,2024-12-25 17:00:00,V284_2024-12-25
V285,2024-12-25 07:26:00,2024-12-26 00:33:00,54,80,0 days 17:07:00,54,2,2024-12-25,2024-12-25 07:00:00,2024-12-26 00:00:00,V285_2024-12-25
V286,2024-12-25 21:38:00,2024-12-26 10:26:00,17,80,0 days 12:48:00,81,2,2024-12-25,2024-12-25 21:00:00,2024-12-26 10:00:00,V286_2024-12-25
V287,2024-12-25 17:49:00,2024-12-26 05:09:00,43,80,0 days 11:20:00,83,2,2024-12-25,2024-12-25 17:00:00,2024-12-26 05:00:00,V287_2024-12-25
V288,2024-12-25 18:38:00,2024-12-26 05:56:00,60,80,0 days 11:18:00,94,2,2024-12-25,2024-12-25 18:00:00,2024-12-26 05:00:00,V288_2024-12-25
V289,2024-12-25 17:39:00,2024-12-26 04:34:00,45,80,0 days 10:55:00,57,2,2024-12-25,2024-12-25 17:00:00,2024-12-26 04:00:00,V289_2024-12-25
V290,2024-12-25 22:47:00,2024-12-26 15:57:00,21,80,0 days 17:10:00,81,2,2024-12-25,2024-12-25 22:00:00,2024-12-26 15:00:00,V290_2024-12-25
V291,2024-12-25 16:16:00,2024-12-26 04:58:00,41,80,0 days 12:42:00,89,2,2024-12-25,2024-12-25 16:00:00,2024-12-26 04:00:00,V291_2024-12-25
V292,2024-12-25 20:06:00,2024-12-26 10:48:00,39,80,0 days 14:42:00,70,2,2024-12-25,2024-12-25 20:00:00,2024-12-26 10:00:00,V292_2024-12-25
V293,2024-12-25 20:56:00,2024-12-26 09:49:00,50,80,0 days 12:53:00,54,2,2024-12-25,2024-12-25 20:00:00,2024-12-26 09:00:00,V293_2024-12-25
V294,2024-12-25 16:57:00,2024-12-26 06:57:00,45,80,0 days 14:00:00,91,2,2024-12-25,2024-12-25 16:00:00,2024-12-26 06:00:00,V294_2024-12-25
V295,2024-12-25 17:48:00,2024-12-26 05:58:00,17,80,0 days 12:10:00,79,2,2024-12-25,2024-12-25 17:00:00,2024-12-26 05:00:00,V295_2024-12-25
V296,2024-12-25 19:10:00,2024-12-26 08:41:00,33,80,0 days 13:31:00,57,2,2024-12-25,2024-12-25 19:00:00,2024-12-26 08:00:00,V296_2024-12-25
V297,2024-12-25 19:58:00,2024-12-26 09:23:00,59,80,0 days 13:25:00,99,2,2024-12-25,2024-12-25 19:00:00,2024-12-26 09:00:00,V297_2024-12-25
V298,2024-12-25 19:24:00,2024-12-26 09:43:00,44,80,0 days 14:19:00,72,2,2024-12-25,2024-12-25 19:00:00,2024-12-26 09:00:00,V298_2024-12-25
V299,2024-12-25 16:19:00,2024-12-26 05:52:00,57,80,0 days 13:33:00,93,2,2024-12-25,2024-12-25 16:00:00,2024-12-26 05:00:00,V299_2024-12-25
V300,2024-12-25 17:22:00,2024-12-26 11:02:00,17,80,0 days 17:40:00,97,2,2024-12-25,2024-12-25 17:00:00,2024-12-26 11:00:00,V300_2024-12-25
V301,2024-12-25 18:12:00,2024-12-26 08:07:00,33,80,0 days 13:55:00,64,2,2024-12-25,2024-12-25 18:00:00,2024-12-26 08:00:00,V301_2024-12-25
V302,2024-12-25 17:26:00,2024-12-26 07:05:00,41,80,0 days 13:39:00,69,2,2024-12-25,2024-12-25 17:00:00,2024-12-26 07:00:00,V302_2024-12-25
V303,2024-12-25 17:49:00,2024-12-26 05:40:00,23,80,0 days 11:51:00,60,2,2024-12-25,2024-12-25 17:00:00,2024-12-26 05:00:00,V303_2024-12-25
V304,2024-12-25 18:48:00,2024-12-26 05:33:00,17,80,0 days 10:45:00,56,2,2024-12-25,2024-12-25 18:00:00,2024-12-26 05:00:00,V304_2024-12-25
V305,2024-12-25 20:22:00,2024-12-26 10:00:00,40,80,0 days 13:38:00,55,2,2024-12-25,2024-12-25 20:00:00,2024-12-26 10:00:00,V305_2024-12-25
V306,2024-12-25 18:51:00,2024-12-26 09:19:00,31,80,0 days 14:28:00,84,2,2024-12-25,2024-12-25 18:00:00,2024-12-26 09:00:00,V306_2024-12-25
V307,2024-12-25 17:00:00,2024-12-26 07:28:00,40,80,0 days 14:28:00,69,2,2024-12-25,2024-12-25 17:00:00,2024-12-26 07:00:00,V307_2024-12-25
V308,2024-12-25 19:06:00,2024-12-26 07:23:00,13,80,0 days 12:17:00,41,2,2024-12-25,2024-12-25 19:00:00,2024-12-26 07:00:00,V308_2024-12-25
V309,2024-12-25 17:15:00,2024-12-26 05:25:00,10,80,0 days 12:10:00,89,2,2024-12-25,2024-12-25 17:00:00,2024-12-26 05:00:00,V309_2024-12-25
V310,2024-12-25 18:10:00,2024-12-26 10:37:00,33,80,0 days 16:27:00,63,2,2024-12-25,2024-12-25 18:00:00,2024-12-26 10:00:00,V310_2024-12-25
V311,2024-12-25 17:28:00,2024-12-26 08:22:00,22,80,0 days 14:54:00,100,2,2024-12-25,2024-12-25 17:00:00,2024-12-26 08:00:00,V311_2024-12-25
V312,2024-12-25 17:29:00,2024-12-26 03:13:00,41,80,0 days 09:44:00,50,2,2024-12-25,2024-12-25 17:00:00,2024-12-26 03:00:00,V312_2024-12-25
V313,2024-12-25 18:16:00,2024-12-26 07:44:00,52,80,0 days 13:28:00,98,2,2024-12-25,2024-12-25 18:00:00,2024-12-26 07:00:00,V313_2024-12-25
V314,2024-12-25 17:23:00,2024-12-26 07:57:00,37,80,0 days 14:34:00,64,2,2024-12-25,2024-12-25 17:00:00,2024-12-26 07:00:00,V314_2024-12-25
V315,2024-12-25 16:59:00,2024-12-26 03:45:00,17,80,0 days 10:46:00,57,2,2024-12-25,2024-12-25 16:00:00,2024-12-26 03:00:00,V315_2024-12-25
V316,2024-12-25 18:14:00,2024-12-26 07:33:00,23,80,0 days 13:19:00,56,2,2024-12-25,2024-12-25 18:00:00,2024-12-26 07:00:00,V316_2024-12-25
V317,2024-12-25 18:03:00,2024-12-26 06:01:00,31,80,0 days 11:58:00,62,2,2024-12-25,2024-12-25 18:00:00,2024-12-26 06:00:00,V317_2024-12-25
V318,2024-12-25 19:22:00,2024-12-26 09:01:00,52,80,0 days 13:39:00,96,2,2024-12-25,2024-12-25 19:00:00,2024-12-26 09:00:00,V318_2024-12-25
V319,2024-12-25 23:17:00,2024-12-26 11:08:00,11,80,0 days 11:51:00,84,2,2024-12-25,2024-12-25 23:00:00,2024-12-26 11:00:00,V319_2024-12-25
V320,2024-12-25 18:35:00,2024-12-26 07:56:00,32,80,0 days 13:21:00,62,2,2024-12-25,2024-12-25 18:00:00,2024-12-26 07:00:00,V320_2024-12-25
V321,2024-12-25 16:56:00,2024-12-26 02:50:00,43,80,0 days 09:54:00,69,2,2024-12-25,2024-12-25 16:00:00,2024-12-26 02:00:00,V321_2024-12-25
V322,2024-12-25 19:37:00,2024-12-26 08:05:00,49,80,0 days 12:28:00,92,2,2024-12-25,2024-12-25 19:00:00,2024-12-26 08:00:00,V322_2024-12-25
V323,2024-12-25 17:44:00,2024-12-26 06:13:00,49,80,0 days 12:29:00,100,2,2024-12-25,2024-12-25 17:00:00,2024-12-26 06:00:00,V323_2024-12-25
V324,2024-12-25 16:23:00,2024-12-26 06:20:00,56,80,0 days 13:57:00,57,2,2024-12-25,2024-12-25 16:00:00,2024-12-26 06:00:00,V324_2024-12-25
V325,2024-12-25 17:21:00,2024-12-26 04:27:00,11,80,0 days 11:06:00,53,2,2024-12-25,2024-12-25 17:00:00,2024-12-26 04:00:00,V325_2024-12-25
V326,2024-12-25 18:26:00,2024-12-26 06:53:00,18,80,0 days 12:27:00,60,2,2024-12-25,2024-12-25 18:00:00,2024-12-26 06:00:00,V326_2024-12-25
V327,2024-12-25 20:11:00,2024-12-26 09:04:00,21,80,0 days 12:53:00,82,2,2024-12-25,2024-12-25 20:00:00,2024-12-26 09:00:00,V327_2024-12-25
V328,2024-12-25 17:02:00,2024-12-26 06:00:00,57,80,0 days 12:58:00,69,2,2024-12-25,2024-12-25 17:00:00,2024-12-26 06:00:00,V328_2024-12-25
V329,2024-12-25 19:48:00,2024-12-26 07:17:00,12,80,0 days 11:29:00,41,2,2024-12-25,2024-12-25 19:00:00,2024-12-26 07:00:00,V329_2024-12-25
V330,2024-12-25 19:12:00,2024-12-26 07:12:00,36,80,0 days 12:00:00,87,2,2024-12-25,2024-12-25 19:00:00,2024-12-26 07:00:00,V330_2024-12-25
V331,2024-12-25 17:24:00,2024-12-26 04:08:00,41,80,0 days 10:44:00,81,2,2024-12-25,2024-12-25 17:00:00,2024-12-26 04:00:00,V331_2024-12-25
V332,2024-12-25 16:47:00,2024-12-26 07:50:00,13,80,0 days 15:03:00,61,2,2024-12-25,2024-12-25 16:00:00,2024-12-26 07:00:00,V332_2024-12-25
V333,2024-12-25 20:00:00,2024-12-26 06:49:00,52,80,0 days 10:49:00,91,2,2024-12-25,2024-12-25 20:00:00,2024-12-26 06:00:00,V333_2024-12-25
V334,2024-12-25 19:34:00,2024-12-26 11:46:00,43,80,0 days 16:12:00,83,2,2024-12-25,2024-12-25 19:00:00,2024-12-26 11:00:00,V334_2024-12-25
V335,2024-12-25 20:36:00,2024-12-26 09:08:00,33,80,0 days 12:32:00,48,2,2024-12-25,2024-12-25 20:00:00,2024-12-26 09:00:00,V335_2024-12-25
V336,2024-12-25 17:33:00,2024-12-26 09:02:00,49,80,0 days 15:29:00,76,2,2024-12-25,2024-12-25 17:00:00,2024-12-26 09:00:00,V336_2024-12-25
V337,2024-12-25 18:55:00,2024-12-26 08:44:00,49,80,0 days 13:49:00,82,2,2024-12-25,2024-12-25 18:00:00,2024-12-26 08:00:00,V337_2024-12-25
V338,2024-12-25 16:50:00,2024-12-26 01:43:00,33,80,0 days 08:53:00,48,2,2024-12-25,2024-12-25 16:00:00,2024-12-26 01:00:00,V338_2024-12-25
V339,2024-12-25 15:58:00,2024-12-26 09:22:00,58,80,0 days 17:24:00,68,2,2024-12-25,2024-12-25 15:00:00,2024-12-26 09:00:00,V339_2024-12-25
V340,2024-12-25 16:33:00,2024-12-26 00:22:00,31,80,0 days 07:49:00,51,2,2024-12-25,2024-12-25 16:00:00,2024-12-26 00:00:00,V340_2024-12-25
V341,2024-12-25 17:22:00,2024-12-26 01:57:00,30,80,0 days 08:35:00,93,2,2024-12-25,2024-12-25 17:00:00,2024-12-26 01:00:00,V341_2024-12-25
V342,2024-12-25 20:51:00,2024-12-26 09:37:00,32,80,0 days 12:46:00,45,2,2024-12-25,2024-12-25 20:00:00,2024-12-26 09:00:00,V342_2024-12-25
V343,2024-12-25 00:00:00,2024-12-25 07:32:00,41,80,0 days 07:32:00,84,2,2024-12-25,2024-12-25 00:00:00,2024-12-25 07:00:00,V343_2024-12-25
V344,2024-12-25 00:00:00,2024-12-25 06:54:00,28,80,0 days 06:54:00,73,2,2024-12-25,2024-12-25 00:00:00,2024-12-25 06:00:00,V344_2024-12-25
V345,2024-12-25 00:00:00,2024-12-25 03:26:00,33,80,0 days 03:26:00,67,2,2024-12-25,2024-12-25 00:00:00,2024-12-25 03:00:00,V345_2024-12-25
V346,2024-12-25 00:00:00,2024-12-25 08:53:00,54,80,0 days 08:53:00,54,2,2024-12-25,2024-12-25 00:00:00,2024-12-25 08:00:00,V346_2024-12-25
V347,2024-12-25 00:00:00,2024-12-25 07:53:00,54,80,0 days 07:53:00,67,2,2024-12-25,2024-12-25 00:00:00,2024-12-25 07:00:00,V347_2024-12-25
V348,2024-12-25 00:00:00,2024-12-25 05:08:00,58,80,0 days 05:08:00,84,2,2024-12-25,2024-12-25 00:00:00,2024-12-25 05:00:00,V348_2024-12-25
V349,2024-12-25 00:00:00,2024-12-25 06:08:00,35,80,0 days 06:08:00,88,2,2024-12-25,2024-12-25 00:00:00,2024-12-25 06:00:00,V349_2024-12-25
V350,2024-12-25 00:00:00,2024-12-25 03:57:00,49,80,0 days 03:57:00,55,2,2024-12-25,2024-12-25 00:00:00,2024-12-25 03:00:00,V350_2024-12-25
V351,2024-12-25 00:00:00,2024-12-25 05:40:00,24,80,0 days 05:40:00,83,2,2024-12-25,2024-12-25 00:00:00,2024-12-25 05:00:00,V351_2024-12-25
V352,2024-12-25 00:00:00,2024-12-25 05:06:00,22,80,0 days 05:06:00,83,2,2024-12-25,2024-12-25 00:00:00,2024-12-25 05:00:00,V352_2024-12-25
V353,2024-12-25 00:00:00,2024-12-25 06:24:00,53,80,0 days 06:24:00,95,2,2024-12-25,2024-12-25 00:00:00,2024-12-25 06:00:00,V353_2024-12-25
V354,2024-12-25 00:00:00,2024-12-25 05:42:00,52,80,0 days 05:42:00,85,2,2024-12-25,2024-12-25 00:00:00,2024-12-25 05:00:00,V354_2024-12-25
V355,2024-12-25 00:00:00,2024-12-25 08:30:00,43,80,0 days 08:30:00,94,2,2024-12-25,2024-12-25 00:00:00,2024-12-25 08:00:00,V355_2024-12-25
V356,2024-12-25 00:00:00,2024-12-25 10:59:00,17,80,0 days 10:59:00,51,2,2024-12-25,2024-12-25 00:00:00,2024-12-25 10:00:00,V356_2024-12-25
V357,2024-12-25 00:00:00,2024-12-25 08:04:00,18,80,0 days 08:04:00,42,2,2024-12-25,2024-12-25 00:00:00,2024-12-25 08:00:00,V357_2024-12-25
V358,2024-12-25 00:00:00,2024-12-25 09:50:00,57,80,0 days 09:50:00,87,2,2024-12-25,2024-12-25 00:00:00,2024-12-25 09:00:00,V358_2024-12-25
V359,2024-12-25 00:00:00,2024-12-25 07:54:00,56,80,0 days 07:54:00,42,2,2024-12-25,2024-12-25 00:00:00,2024-12-25 07:00:00,V359_2024-12-25
V360,2024-12-25 00:00:00,2024-12-25 07:53:00,32,80,0 days 07:53:00,56,2,2024-12-25,2024-12-25 00:00:00,2024-12-25 07:00:00,V360_2024-12-25
V361,2024-12-25 00:00:00,2024-12-25 06:02:00,11,80,0 days 06:02:00,41,2,2024-12-25,2024-12-25 00:00:00,2024-12-25 06:00:00,V361_2024-12-25
V362,2024-12-25 00:00:00,2024-12-25 06:30:00,38,80,0 days 06:30:00,96,2,2024-12-25,2024-12-25 00:00:00,2024-12-25 06:00:00,V362_2024-12-25
V363,2024-12-25 17:15:00,2024-12-27 08:01:00,45,80,1 days 14:46:00,86,2,2024-12-25,2024-12-25 17:00:00,2024-12-27 08:00:00,V363_2024-12-25
V364,2024-12-25 17:16:00,2024-12-27 11:29:00,36,80,1 days 18:13:00,45,2,2024-12-25,2024-12-25 17:00:00,2024-12-27 11:00:00,V364_2024-12-25
V365,2024-12-25 16:27:00,2024-12-27 15:08:00,46,80,1 days 22:41:00,45,2,2024-12-25,2024-12-25 16:00:00,2024-12-27 15:00:00,V365_2024-12-25
V366,2024-12-25 17:55:00,2024-12-27 09:35:00,28,80,1 days 15:40:00,58,2,2024-12-25,2024-12-25 17:00:00,2024-12-27 09:00:00,V366_2024-12-25
V367,2024-12-25 19:00:00,2024-12-27 09:30:00,35,80,1 days 14:30:00,85,2,2024-12-25,2024-12-25 19:00:00,2024-12-27 09:00:00,V367_2024-12-25
V368,2024-12-25 13:57:00,2024-12-27 05:53:00,32,80,1 days 15:56:00,77,2,2024-12-25,2024-12-25 13:00:00,2024-12-27 05:00:00,V368_2024-12-25
V369,2024-12-25 15:35:00,2024-12-27 08:16:00,43,80,1 days 16:41:00,87,2,2024-12-25,2024-12-25 15:00:00,2024-12-27 08:00:00,V369_2024-12-25
V370,2024-12-25 19:02:00,2024-12-27 12:39:00,60,80,1 days 17:37:00,84,2,2024-12-25,2024-12-25 19:00:00,2024-12-27 12:00:00,V370_2024-12-25
V371,2024-12-25 18:02:00,2024-12-27 08:21:00,33,80,1 days 14:19:00,98,2,2024-12-25,2024-12-25 18:00:00,2024-12-27 08:00:00,V371_2024-12-25
V372,2024-12-25 22:48:00,2024-12-27 17:30:00,57,80,1 days 18:42:00,93,2,2024-12-25,2024-12-25 22:00:00,2024-12-27 17:00:00,V372_2024-12-25
V373,2024-12-25 14:46:00,2024-12-27 06:35:00,33,80,1 days 15:49:00,70,2,2024-12-25,2024-12-25 14:00:00,2024-12-27 06:00:00,V373_2024-12-25
V374,2024-12-25 17:17:00,2024-12-27 16:24:00,11,80,1 days 23:07:00,78,2,2024-12-25,2024-12-25 17:00:00,2024-12-27 16:00:00,V374_2024-12-25
V375,2024-12-25 16:56:00,2024-12-27 09:16:00,58,80,1 days 16:20:00,53,2,2024-12-25,2024-12-25 16:00:00,2024-12-27 09:00:00,V375_2024-12-25
V376,2024-12-25 23:06:00,2024-12-27 14:43:00,22,80,1 days 15:37:00,73,2,2024-12-25,2024-12-25 23:00:00,2024-12-27 14:00:00,V376_2024-12-25
V377,2024-12-25 19:16:00,2024-12-27 09:04:00,27,80,1 days 13:48:00,50,2,2024-12-25,2024-12-25 19:00:00,2024-12-27 09:00:00,V377_2024-12-25
V378,2024-12-25 15:07:00,2024-12-27 02:14:00,53,80,1 days 11:07:00,63,2,2024-12-25,2024-12-25 15:00:00,2024-12-27 02:00:00,V378_2024-12-25
V379,2024-12-25 19:33:00,2024-12-27 16:57:00,28,80,1 days 21:24:00,67,2,2024-12-25,2024-12-25 19:00:00,2024-12-27 16:00:00,V379_2024-12-25
V380,2024-12-25 17:05:00,2024-12-27 04:43:00,24,80,1 days 11:38:00,44,2,2024-12-25,2024-12-25 17:00:00,2024-12-27 04:00:00,V380_2024-12-25
V381,2024-12-25 18:54:00,2024-12-27 10:52:00,35,80,1 days 15:58:00,61,2,2024-12-25,2024-12-25 18:00:00,2024-12-27 10:00:00,V381_2024-12-25
V382,2024-12-25 16:46:00,2024-12-27 11:33:00,22,80,1 days 18:47:00,50,2,2024-12-25,2024-12-25 16:00:00,2024-12-27 11:00:00,V382_2024-12-25
V383,2024-12-25 17:05:00,2024-12-26 20:44:00,37,80,1 days 03:39:00,77,2,2024-12-25,2024-12-25 17:00:00,2024-12-26 20:00:00,V383_2024-12-25
V384,2024-12-25 16:42:00,2024-12-27 08:12:00,31,80,1 days 15:30:00,97,2,2024-12-25,2024-12-25 16:00:00,2024-12-27 08:00:00,V384_2024-12-25
V385,2024-12-25 15:47:00,2024-12-27 10:48:00,47,80,1 days 19:01:00,64,2,2024-12-25,2024-12-25 15:00:00,2024-12-27 10:00:00,V385_2024-12-25
V386,2024-12-25 21:36:00,2024-12-27 10:50:00,22,80,1 days 13:14:00,77,2,2024-12-25,2024-12-25 21:00:00,2024-12-27 10:00:00,V386_2024-12-25
V387,2024-12-25 16:05:00,2024-12-27 12:33:00,33,80,1 days 20:28:00,60,2,2024-12-25,2024-12-25 16:00:00,2024-12-27 12:00:00,V387_2024-12-25
V388,2024-12-25 00:00:00,2024-12-26 11:37:00,43,80,1 days 11:37:00,62,2,2024-12-25,2024-12-25 00:00:00,2024-12-26 11:00:00,V388_2024-12-25
V389,2024-12-25 00:00:00,2024-12-26 07:13:00,11,80,1 days 07:13:00,61,2,2024-12-25,2024-12-25 00:00:00,2024-12-26 07:00:00,V389_2024-12-25
V390,2024-12-25 00:00:00,2024-12-26 07:57:00,38,80,1 days 07:57:00,72,2,2024-12-25,2024-12-25 00:00:00,2024-12-26 07:00:00,V390_2024-12-25
V391,2024-12-25 00:00:00,2024-12-26 03:00:00,10,80,1 days 03:00:00,74,2,2024-12-25,2024-12-25 00:00:00,2024-12-26 03:00:00,V391_2024-12-25
V392,2024-12-25 00:00:00,2024-12-26 04:35:00,31,80,1 days 04:35:00,99,2,2024-12-25,2024-12-25 00:00:00,2024-12-26 04:00:00,V392_2024-12-25
V393,2024-12-25 00:00:00,2024-12-26 10:10:00,35,80,1 days 10:10:00,73,2,2024-12-25,2024-12-25 00:00:00,2024-12-26 10:00:00,V393_2024-12-25
V394,2024-12-25 00:00:00,2024-12-26 09:35:00,33,80,1 days 09:35:00,66,2,2024-12-25,2024-12-25 00:00:00,2024-12-26 09:00:00,V394_2024-12-25
V395,2024-12-25 00:00:00,2024-12-26 05:33:00,39,80,1 days 05:33:00,56,2,2024-12-25,2024-12-25 00:00:00,2024-12-26 05:00:00,V395_2024-12-25
V396,2024-12-25 18:27:00,2024-12-26 23:16:00,18,80,1 days 04:49:00,52,2,2024-12-25,2024-12-25 18:00:00,2024-12-26 23:00:00,V396_2024-12-25
V397,2024-12-25 15:20:00,2024-12-26 06:28:00,43,80,0 days 15:08:00,84,2,2024-12-25,2024-12-25 15:00:00,2024-12-26 06:00:00,V397_2024-12-25
V398,2024-12-25 16:19:00,2024-12-27 16:19:00,57,80,3 days 11:45:00,58,2,2024-12-25,2024-12-25 16:00:00,2024-12-27 16:00:00,V398_2024-12-25
V399,2024-12-25 18:52:00,2024-12-26 02:07:00,39,80,0 days 07:15:00,61,2,2024-12-25,2024-12-25 18:00:00,2024-12-26 02:00:00,V399_2024-12-25
V400,2024-12-25 17:33:00,2024-12-27 17:33:00,31,80,2 days 13:17:00,39,2,2024-12-25,2024-12-25 17:00:00,2024-12-27 17:00:00,V400_2024-12-25
